Name,Name Link,Volume,Number of media,First defined in,First defined in Link
Main sol. 1,https://mediadive.dsmz.de/solutions/S1?p=1,1000 ml,21,Medium 1,https://mediadive.dsmz.de/medium/1
Main sol. 1a,https://mediadive.dsmz.de/solutions/S3?p=1,1000 ml,1,Medium 1a,https://mediadive.dsmz.de/medium/1a
Main sol. 2,https://mediadive.dsmz.de/solutions/S4?p=1,1000 ml,1,Medium 2,https://mediadive.dsmz.de/medium/2
Main sol. 3,https://mediadive.dsmz.de/solutions/S5?p=1,1000 ml,1,Medium 3,https://mediadive.dsmz.de/medium/3
Main sol. 6,https://mediadive.dsmz.de/solutions/S6?p=1,1000 ml,1,Medium 6,https://mediadive.dsmz.de/medium/6
Main sol. 7,https://mediadive.dsmz.de/solutions/S7?p=1,1000 ml,1,Medium 7,https://mediadive.dsmz.de/medium/7
Main sol. 8,https://mediadive.dsmz.de/solutions/S8?p=1,1000 ml,1,Medium 8,https://mediadive.dsmz.de/medium/8
Main sol. 9,https://mediadive.dsmz.de/solutions/S9?p=1,1000 ml,1,Medium 9,https://mediadive.dsmz.de/medium/9
Main sol. 9a,https://mediadive.dsmz.de/solutions/S10?p=1,1000 ml,1,Medium 9a,https://mediadive.dsmz.de/medium/9a
Main sol. 10,https://mediadive.dsmz.de/solutions/S11?p=1,1000 ml,1,Medium 10,https://mediadive.dsmz.de/medium/10
Main sol. 11,https://mediadive.dsmz.de/solutions/S12?p=1,1000 ml,2,Medium 11,https://mediadive.dsmz.de/medium/11
Main sol. 11a,https://mediadive.dsmz.de/solutions/S13?p=1,1000 ml,1,Medium 11a,https://mediadive.dsmz.de/medium/11a
Main sol. 11b,https://mediadive.dsmz.de/solutions/S14?p=1,1000 ml,1,Medium 11b,https://mediadive.dsmz.de/medium/11b
Main sol. 12,https://mediadive.dsmz.de/solutions/S15?p=1,1000 ml,1,Medium 12,https://mediadive.dsmz.de/medium/12
Main sol. 13,https://mediadive.dsmz.de/solutions/S16?p=1,1000 ml,1,Medium 13,https://mediadive.dsmz.de/medium/13
Solution A,https://mediadive.dsmz.de/solutions/S17?p=1,500 ml,1,Medium 13,https://mediadive.dsmz.de/medium/13
Solution B,https://mediadive.dsmz.de/solutions/S18?p=1,500 ml,1,Medium 13,https://mediadive.dsmz.de/medium/13
Main sol. 14,https://mediadive.dsmz.de/solutions/S19?p=1,1011 ml,1,Medium 14,https://mediadive.dsmz.de/medium/14
Trace element solution SL-4,https://mediadive.dsmz.de/solutions/S20?p=1,1000 ml,24,Medium 14,https://mediadive.dsmz.de/medium/14
Main sol. 21,https://mediadive.dsmz.de/solutions/S21?p=1,1000 ml,1,Medium 21,https://mediadive.dsmz.de/medium/21
Main sol. 25,https://mediadive.dsmz.de/solutions/S22?p=2,1000 ml,1,Medium 25,https://mediadive.dsmz.de/medium/25
Main sol. 27,https://mediadive.dsmz.de/solutions/S24?p=2,1000 ml,1,Medium 27,https://mediadive.dsmz.de/medium/27
Trace element solution SL-6,https://mediadive.dsmz.de/solutions/S25?p=2,1000 ml,56,Medium 27,https://mediadive.dsmz.de/medium/27
Main sol. 28,https://mediadive.dsmz.de/solutions/S26?p=2,1000 ml,9,Medium 28,https://mediadive.dsmz.de/medium/28
Solution A,https://mediadive.dsmz.de/solutions/S27?p=2,460 ml,5,Medium 28,https://mediadive.dsmz.de/medium/28
"Sulfide solution, 1.5%",https://mediadive.dsmz.de/solutions/S28?p=2,135 ml,5,Medium 28,https://mediadive.dsmz.de/medium/28
Bicarbonate solution,https://mediadive.dsmz.de/solutions/S29?p=2,50 ml,5,Medium 28,https://mediadive.dsmz.de/medium/28
Resazurin solution,https://mediadive.dsmz.de/solutions/S30?p=2,450 ml,5,Medium 28,https://mediadive.dsmz.de/medium/28
Pfennig's heterotrophic salts solution,https://mediadive.dsmz.de/solutions/S31?p=2,26 ml,5,Medium 28,https://mediadive.dsmz.de/medium/28
Vitamin B12 solution,https://mediadive.dsmz.de/solutions/S32?p=2,100 ml,6,Medium 28,https://mediadive.dsmz.de/medium/28
Trace element solution SL-12 B,https://mediadive.dsmz.de/solutions/S33?p=2,1000 ml,4,Medium 28,https://mediadive.dsmz.de/medium/28
Neutralized sulfide solution 3% (w/v),https://mediadive.dsmz.de/solutions/S34?p=2,100 ml,19,Medium 28,https://mediadive.dsmz.de/medium/28
Main sol. 28a,https://mediadive.dsmz.de/solutions/S35?p=2,1000 ml,1,Medium 28a,https://mediadive.dsmz.de/medium/28a
Main sol. 28b,https://mediadive.dsmz.de/solutions/S36?p=2,1000 ml,1,Medium 28b,https://mediadive.dsmz.de/medium/28b
Main sol. 29,https://mediadive.dsmz.de/solutions/S37?p=2,1000 ml,2,Medium 29,https://mediadive.dsmz.de/medium/29
Solution A,https://mediadive.dsmz.de/solutions/S38?p=2,460 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Solution B,https://mediadive.dsmz.de/solutions/S39?p=2,135 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Solution C,https://mediadive.dsmz.de/solutions/S40?p=2,50 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Solution D,https://mediadive.dsmz.de/solutions/S41?p=2,450 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Solution E,https://mediadive.dsmz.de/solutions/S42?p=2,25 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Solution F,https://mediadive.dsmz.de/solutions/S43?p=3,100 ml,3,Medium 29,https://mediadive.dsmz.de/medium/29
Na-sesquicarbonate solution,https://mediadive.dsmz.de/solutions/S46?p=3,100 ml,2,Medium 31,https://mediadive.dsmz.de/medium/31
Main sol. 32,https://mediadive.dsmz.de/solutions/S47?p=3,1000 ml,1,Medium 32,https://mediadive.dsmz.de/medium/32
Main sol. 34,https://mediadive.dsmz.de/solutions/S48?p=3,1000 ml,1,Medium 34,https://mediadive.dsmz.de/medium/34
Main sol. 35,https://mediadive.dsmz.de/solutions/S49?p=3,1000 ml,1,Medium 35,https://mediadive.dsmz.de/medium/35
Main sol. 35a,https://mediadive.dsmz.de/solutions/S51?p=3,1030 ml,1,Medium 35a,https://mediadive.dsmz.de/medium/35a
Soution A,https://mediadive.dsmz.de/solutions/S52?p=3,900 ml,1,Medium 35a,https://mediadive.dsmz.de/medium/35a
Solution B,https://mediadive.dsmz.de/solutions/S53?p=3,100 ml,1,Medium 35a,https://mediadive.dsmz.de/medium/35a
Solution C,https://mediadive.dsmz.de/solutions/S54?p=3,20 ml,1,Medium 35a,https://mediadive.dsmz.de/medium/35a
Solution D,https://mediadive.dsmz.de/solutions/S55?p=3,10 ml,1,Medium 35a,https://mediadive.dsmz.de/medium/35a
Main sol. 36,https://mediadive.dsmz.de/solutions/S56?p=3,1000 ml,1,Medium 36,https://mediadive.dsmz.de/medium/36
Main sol. 37,https://mediadive.dsmz.de/solutions/S57?p=3,1000 ml,1,Medium 37,https://mediadive.dsmz.de/medium/37
Main sol. 38,https://mediadive.dsmz.de/solutions/S58?p=3,1000 ml,1,Medium 38,https://mediadive.dsmz.de/medium/38
Main sol. 39,https://mediadive.dsmz.de/solutions/S59?p=3,1000 ml,1,Medium 39,https://mediadive.dsmz.de/medium/39
Main sol. 40,https://mediadive.dsmz.de/solutions/S60?p=3,1000 ml,1,Medium 40,https://mediadive.dsmz.de/medium/40
Main sol. 43,https://mediadive.dsmz.de/solutions/S61?p=3,1000 ml,1,Medium 43,https://mediadive.dsmz.de/medium/43
Main sol. 44,https://mediadive.dsmz.de/solutions/S62?p=3,,1,Medium 44,https://mediadive.dsmz.de/medium/44
Main sol. 46,https://mediadive.dsmz.de/solutions/S63?p=3,1000 ml,1,Medium 46,https://mediadive.dsmz.de/medium/46
Main sol. 48,https://mediadive.dsmz.de/solutions/S64?p=3,1000 ml,1,Medium 48,https://mediadive.dsmz.de/medium/48
Main sol. 49,https://mediadive.dsmz.de/solutions/S65?p=3,1000 ml,1,Medium 49,https://mediadive.dsmz.de/medium/49
Main sol. 51,https://mediadive.dsmz.de/solutions/S66?p=4,1000 ml,1,Medium 51,https://mediadive.dsmz.de/medium/51
Main sol. 52,https://mediadive.dsmz.de/solutions/S67?p=4,1023 ml,1,Medium 52,https://mediadive.dsmz.de/medium/52
Main sol. 53,https://mediadive.dsmz.de/solutions/S68?p=4,1000 ml,1,Medium 53,https://mediadive.dsmz.de/medium/53
Main sol. 54,https://mediadive.dsmz.de/solutions/S69?p=4,1000 ml,1,Medium 54,https://mediadive.dsmz.de/medium/54
Main sol. 54a,https://mediadive.dsmz.de/solutions/S70?p=4,1000 ml,1,Medium 54a,https://mediadive.dsmz.de/medium/54a
54. GLUCOSE YEAST EXTRACT AGAR,https://mediadive.dsmz.de/solutions/S71?p=4,1000 ml,1,Medium 54a,https://mediadive.dsmz.de/medium/54a
545. TRYPTONE SOYA BROTH (TSB),https://mediadive.dsmz.de/solutions/S72?p=4,1000 ml,5,Medium 54a,https://mediadive.dsmz.de/medium/54a
Main sol. 54b,https://mediadive.dsmz.de/solutions/S73?p=4,1000 ml,1,Medium 54b,https://mediadive.dsmz.de/medium/54b
Main sol. 55,https://mediadive.dsmz.de/solutions/S74?p=4,1000 ml,1,Medium 55,https://mediadive.dsmz.de/medium/55
Solution A,https://mediadive.dsmz.de/solutions/S75?p=4,500 ml,1,Medium 55,https://mediadive.dsmz.de/medium/55
Solution B,https://mediadive.dsmz.de/solutions/S76?p=4,300 ml,1,Medium 55,https://mediadive.dsmz.de/medium/55
Solution C,https://mediadive.dsmz.de/solutions/S77?p=4,200 ml,1,Medium 55,https://mediadive.dsmz.de/medium/55
Main sol. 56,https://mediadive.dsmz.de/solutions/S78?p=4,1000 ml,1,Medium 56,https://mediadive.dsmz.de/medium/56
Main sol. 57,https://mediadive.dsmz.de/solutions/S79?p=4,1001 ml,1,Medium 57,https://mediadive.dsmz.de/medium/57
Main sol. 58,https://mediadive.dsmz.de/solutions/S80?p=4,1000 ml,1,Medium 58,https://mediadive.dsmz.de/medium/58
Main sol. 59,https://mediadive.dsmz.de/solutions/S81?p=4,1001 ml,1,Medium 59,https://mediadive.dsmz.de/medium/59
Main sol. 60,https://mediadive.dsmz.de/solutions/S82?p=4,1003 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution A,https://mediadive.dsmz.de/solutions/S83?p=4,843 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution B,https://mediadive.dsmz.de/solutions/S84?p=4,50 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution C,https://mediadive.dsmz.de/solutions/S85?p=4,50 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution D,https://mediadive.dsmz.de/solutions/S86?p=5,40 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution E,https://mediadive.dsmz.de/solutions/S87?p=5,10 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Solution F,https://mediadive.dsmz.de/solutions/S88?p=5,10 ml,1,Medium 60,https://mediadive.dsmz.de/medium/60
Main sol. 61,https://mediadive.dsmz.de/solutions/S89?p=5,1000 ml,1,Medium 61,https://mediadive.dsmz.de/medium/61
Main sol. 63,https://mediadive.dsmz.de/solutions/S90?p=5,1000 ml,1,Medium 63,https://mediadive.dsmz.de/medium/63
Solution A,https://mediadive.dsmz.de/solutions/S91?p=5,980 ml,1,Medium 63,https://mediadive.dsmz.de/medium/63
Solution B,https://mediadive.dsmz.de/solutions/S92?p=5,10 ml,1,Medium 63,https://mediadive.dsmz.de/medium/63
Solution C,https://mediadive.dsmz.de/solutions/S93?p=5,10 ml,1,Medium 63,https://mediadive.dsmz.de/medium/63
Main sol. 63a,https://mediadive.dsmz.de/solutions/S94?p=5,1000 ml,1,Medium 63a,https://mediadive.dsmz.de/medium/63a
Solution A,https://mediadive.dsmz.de/solutions/S95?p=5,980 ml,1,Medium 63a,https://mediadive.dsmz.de/medium/63a
Solution B,https://mediadive.dsmz.de/solutions/S96?p=5,10 ml,1,Medium 63a,https://mediadive.dsmz.de/medium/63a
Solution C,https://mediadive.dsmz.de/solutions/S97?p=5,10 ml,1,Medium 63a,https://mediadive.dsmz.de/medium/63a
Main sol. 63b,https://mediadive.dsmz.de/solutions/S98?p=5,1000 ml,1,Medium 63b,https://mediadive.dsmz.de/medium/63b
Solution A,https://mediadive.dsmz.de/solutions/S99?p=5,980 ml,1,Medium 63b,https://mediadive.dsmz.de/medium/63b
Solution B,https://mediadive.dsmz.de/solutions/S100?p=5,10 ml,1,Medium 63b,https://mediadive.dsmz.de/medium/63b
Solution C,https://mediadive.dsmz.de/solutions/S101?p=5,10 ml,1,Medium 63b,https://mediadive.dsmz.de/medium/63b
Main sol. 63c,https://mediadive.dsmz.de/solutions/S102?p=5,1000 ml,1,Medium 63c,https://mediadive.dsmz.de/medium/63c
Solution A,https://mediadive.dsmz.de/solutions/S103?p=5,980 ml,1,Medium 63c,https://mediadive.dsmz.de/medium/63c
Solution B,https://mediadive.dsmz.de/solutions/S104?p=5,10 ml,1,Medium 63c,https://mediadive.dsmz.de/medium/63c
Solution C,https://mediadive.dsmz.de/solutions/S105?p=5,10 ml,1,Medium 63c,https://mediadive.dsmz.de/medium/63c
Main sol. 65,https://mediadive.dsmz.de/solutions/S106?p=6,1000 ml,1,Medium 65,https://mediadive.dsmz.de/medium/65
Main sol. 67,https://mediadive.dsmz.de/solutions/S107?p=6,1000 ml,1,Medium 67,https://mediadive.dsmz.de/medium/67
Main sol. 68,https://mediadive.dsmz.de/solutions/S108?p=6,1005 ml,1,Medium 68,https://mediadive.dsmz.de/medium/68
Main sol. 69,https://mediadive.dsmz.de/solutions/S109?p=6,1005 ml,1,Medium 69,https://mediadive.dsmz.de/medium/69
Solution A,https://mediadive.dsmz.de/solutions/S110?p=6,902 ml,1,Medium 69,https://mediadive.dsmz.de/medium/69
Solution B,https://mediadive.dsmz.de/solutions/S111?p=6,50 ml,1,Medium 69,https://mediadive.dsmz.de/medium/69
Solution C,https://mediadive.dsmz.de/solutions/S112?p=6,5 ml,1,Medium 69,https://mediadive.dsmz.de/medium/69
Solution D,https://mediadive.dsmz.de/solutions/S113?p=6,50 ml,1,Medium 69,https://mediadive.dsmz.de/medium/69
"Trace element solution (Vishniac & Santer, 1957)",https://mediadive.dsmz.de/solutions/S114?p=6,1000 ml,5,Medium 69,https://mediadive.dsmz.de/medium/69
Main sol. 70,https://mediadive.dsmz.de/solutions/S115?p=6,1000 ml,1,Medium 70,https://mediadive.dsmz.de/medium/70
Main sol. 71,https://mediadive.dsmz.de/solutions/S116?p=6,1000 ml,1,Medium 71,https://mediadive.dsmz.de/medium/71
Main sol. 73,https://mediadive.dsmz.de/solutions/S118?p=6,1000 ml,1,Medium 73,https://mediadive.dsmz.de/medium/73
Main sol. 74,https://mediadive.dsmz.de/solutions/S119?p=6,1000 ml,1,Medium 74,https://mediadive.dsmz.de/medium/74
Main sol. 75,https://mediadive.dsmz.de/solutions/S120?p=6,1000 ml,1,Medium 75,https://mediadive.dsmz.de/medium/75
Main sol. 76,https://mediadive.dsmz.de/solutions/S121?p=6,1008 ml,1,Medium 76,https://mediadive.dsmz.de/medium/76
Main sol. 77,https://mediadive.dsmz.de/solutions/S122?p=6,,1,Medium 77,https://mediadive.dsmz.de/medium/77
Main sol. 78,https://mediadive.dsmz.de/solutions/S123?p=6,1025 ml,5,Medium 78,https://mediadive.dsmz.de/medium/78
Haemin solution,https://mediadive.dsmz.de/solutions/S124?p=6,100 ml,16,Medium 78,https://mediadive.dsmz.de/medium/78
Vitamin K1 solution,https://mediadive.dsmz.de/solutions/S125?p=6,20 ml,13,Medium 78,https://mediadive.dsmz.de/medium/78
Amino acid solution (filter sterilized),https://mediadive.dsmz.de/solutions/S127?p=6,50 ml,1,Medium 78a,https://mediadive.dsmz.de/medium/78a
Main sol. 78b,https://mediadive.dsmz.de/solutions/S129?p=7,1025 ml,1,Medium 78b,https://mediadive.dsmz.de/medium/78b
Main sol. 78c,https://mediadive.dsmz.de/solutions/S133?p=7,853 ml,1,Medium 78c,https://mediadive.dsmz.de/medium/78c
Main sol. 79,https://mediadive.dsmz.de/solutions/S135?p=7,1000 ml,1,Medium 79,https://mediadive.dsmz.de/medium/79
Main sol. 80,https://mediadive.dsmz.de/solutions/S136?p=7,1000 ml,1,Medium 80,https://mediadive.dsmz.de/medium/80
Main sol. 81,https://mediadive.dsmz.de/solutions/S137?p=7,995 ml,1,Medium 81,https://mediadive.dsmz.de/medium/81
Solution A,https://mediadive.dsmz.de/solutions/S138?p=7,50 ml,1,Medium 81,https://mediadive.dsmz.de/medium/81
Solution B,https://mediadive.dsmz.de/solutions/S139?p=7,920 ml,1,Medium 81,https://mediadive.dsmz.de/medium/81
Solution C,https://mediadive.dsmz.de/solutions/S140?p=7,20 ml,1,Medium 81,https://mediadive.dsmz.de/medium/81
Standard vitamin solution,https://mediadive.dsmz.de/solutions/S141?p=7,100 ml,4,Medium 81,https://mediadive.dsmz.de/medium/81
Main sol. 81a,https://mediadive.dsmz.de/solutions/S142?p=7,1011 ml,1,Medium 81a,https://mediadive.dsmz.de/medium/81a
Main sol. 82,https://mediadive.dsmz.de/solutions/S144?p=7,1000 ml,1,Medium 82,https://mediadive.dsmz.de/medium/82
Main sol. 83,https://mediadive.dsmz.de/solutions/S145?p=7,1000 ml,1,Medium 83,https://mediadive.dsmz.de/medium/83
Main sol. 84,https://mediadive.dsmz.de/solutions/S146?p=7,1000 ml,1,Medium 84,https://mediadive.dsmz.de/medium/84
Trace element solution,https://mediadive.dsmz.de/solutions/S147?p=7,100 ml,9,Medium 84,https://mediadive.dsmz.de/medium/84
Main sol. 85,https://mediadive.dsmz.de/solutions/S148?p=7,1000 ml,1,Medium 85,https://mediadive.dsmz.de/medium/85
Main sol. 86,https://mediadive.dsmz.de/solutions/S149?p=7,1000 ml,1,Medium 86,https://mediadive.dsmz.de/medium/86
Main sol. 87,https://mediadive.dsmz.de/solutions/S151?p=7,1056 ml,1,Medium 87,https://mediadive.dsmz.de/medium/87
Main sol. 88,https://mediadive.dsmz.de/solutions/S154?p=7,1010 ml,1,Medium 88,https://mediadive.dsmz.de/medium/88
Allen's trace element solution,https://mediadive.dsmz.de/solutions/S155?p=7,1000 ml,15,Medium 88,https://mediadive.dsmz.de/medium/88
Main sol. 88a,https://mediadive.dsmz.de/solutions/S156?p=7,1010 ml,1,Medium 88a,https://mediadive.dsmz.de/medium/88a
Main sol. 88c,https://mediadive.dsmz.de/solutions/S158?p=8,1010 ml,1,Medium 88c,https://mediadive.dsmz.de/medium/88c
Main sol. 90,https://mediadive.dsmz.de/solutions/S159?p=8,1000 ml,1,Medium 90,https://mediadive.dsmz.de/medium/90
Main sol. 91,https://mediadive.dsmz.de/solutions/S160?p=8,1000 ml,1,Medium 91,https://mediadive.dsmz.de/medium/91
Main sol. 92,https://mediadive.dsmz.de/solutions/S161?p=8,1000 ml,2,Medium 92,https://mediadive.dsmz.de/medium/92
Main sol. 92a,https://mediadive.dsmz.de/solutions/S162?p=8,1000 ml,1,Medium 92a,https://mediadive.dsmz.de/medium/92a
Main sol. 93,https://mediadive.dsmz.de/solutions/S163?p=8,1000 ml,1,Medium 93,https://mediadive.dsmz.de/medium/93
Main sol. 95,https://mediadive.dsmz.de/solutions/S164?p=8,1004 ml,1,Medium 95,https://mediadive.dsmz.de/medium/95
Solution A,https://mediadive.dsmz.de/solutions/S165?p=8,951 ml,1,Medium 95,https://mediadive.dsmz.de/medium/95
Solution B,https://mediadive.dsmz.de/solutions/S166?p=8,3 ml,1,Medium 95,https://mediadive.dsmz.de/medium/95
Solution C,https://mediadive.dsmz.de/solutions/S167?p=8,40 ml,1,Medium 95,https://mediadive.dsmz.de/medium/95
Solution D,https://mediadive.dsmz.de/solutions/S168?p=8,10 ml,1,Medium 95,https://mediadive.dsmz.de/medium/95
Main sol. 97,https://mediadive.dsmz.de/solutions/S169?p=8,1000 ml,1,Medium 97,https://mediadive.dsmz.de/medium/97
Main sol. 98,https://mediadive.dsmz.de/solutions/S170?p=8,1000 ml,1,Medium 98,https://mediadive.dsmz.de/medium/98
Main sol. 101,https://mediadive.dsmz.de/solutions/S171?p=8,1000 ml,1,Medium 101,https://mediadive.dsmz.de/medium/101
Main sol. 102,https://mediadive.dsmz.de/solutions/S172?p=8,1000 ml,1,Medium 102,https://mediadive.dsmz.de/medium/102
Main sol. 104,https://mediadive.dsmz.de/solutions/S173?p=8,1000 ml,1,Medium 104,https://mediadive.dsmz.de/medium/104
Salt solution,https://mediadive.dsmz.de/solutions/S174?p=8,1000 ml,10,Medium 104,https://mediadive.dsmz.de/medium/104
Main sol. 104a,https://mediadive.dsmz.de/solutions/S177?p=8,1000 ml,1,Medium 104a,https://mediadive.dsmz.de/medium/104a
Main sol. 104b,https://mediadive.dsmz.de/solutions/S178?p=8,1000 ml,1,Medium 104b,https://mediadive.dsmz.de/medium/104b
Main sol. 104c,https://mediadive.dsmz.de/solutions/S179?p=8,1000 ml,1,Medium 104c,https://mediadive.dsmz.de/medium/104c
Main sol. 104d,https://mediadive.dsmz.de/solutions/S180?p=9,1000 ml,1,Medium 104d,https://mediadive.dsmz.de/medium/104d
Main sol. 105,https://mediadive.dsmz.de/solutions/S181?p=9,1000 ml,1,Medium 105,https://mediadive.dsmz.de/medium/105
Main sol. 108,https://mediadive.dsmz.de/solutions/S182?p=9,1000 ml,1,Medium 108,https://mediadive.dsmz.de/medium/108
Main sol. 110,https://mediadive.dsmz.de/solutions/S184?p=9,1000 ml,1,Medium 110,https://mediadive.dsmz.de/medium/110
Main sol. 110a,https://mediadive.dsmz.de/solutions/S188?p=9,1010 ml,1,Medium 110a,https://mediadive.dsmz.de/medium/110a
Meat filtrate,https://mediadive.dsmz.de/solutions/S189?p=9,1000 ml,1,Medium 110a,https://mediadive.dsmz.de/medium/110a
Main sol. 111,https://mediadive.dsmz.de/solutions/S190?p=9,950 ml,1,Medium 111,https://mediadive.dsmz.de/medium/111
Main sol. 113,https://mediadive.dsmz.de/solutions/S191?p=9,1003 ml,1,Medium 113,https://mediadive.dsmz.de/medium/113
Solution A,https://mediadive.dsmz.de/solutions/S192?p=9,962 ml,1,Medium 113,https://mediadive.dsmz.de/medium/113
Solution B,https://mediadive.dsmz.de/solutions/S193?p=9,20 ml,1,Medium 113,https://mediadive.dsmz.de/medium/113
Solution C,https://mediadive.dsmz.de/solutions/S194?p=9,20 ml,1,Medium 113,https://mediadive.dsmz.de/medium/113
Solution D,https://mediadive.dsmz.de/solutions/S195?p=9,1 ml,1,Medium 113,https://mediadive.dsmz.de/medium/113
Main sol. 113a,https://mediadive.dsmz.de/solutions/S196?p=9,1004 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Solution A,https://mediadive.dsmz.de/solutions/S197?p=9,942 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Solution B,https://mediadive.dsmz.de/solutions/S198?p=9,40 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Solution C,https://mediadive.dsmz.de/solutions/S199?p=9,20 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Solution D,https://mediadive.dsmz.de/solutions/S200?p=9,1 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Solution E,https://mediadive.dsmz.de/solutions/S201?p=9,1 ml,1,Medium 113a,https://mediadive.dsmz.de/medium/113a
Main sol. 115a,https://mediadive.dsmz.de/solutions/S205?p=9,1000 ml,1,Medium 115a,https://mediadive.dsmz.de/medium/115a
Main sol. 119,https://mediadive.dsmz.de/solutions/S207?p=9,1003 ml,1,Medium 119,https://mediadive.dsmz.de/medium/119
Sludge fluid,https://mediadive.dsmz.de/solutions/S208?p=10,1000 ml,8,Medium 119,https://mediadive.dsmz.de/medium/119
Fatty acid mixture,https://mediadive.dsmz.de/solutions/S209?p=10,1000 ml,7,Medium 119,https://mediadive.dsmz.de/medium/119
Main sol. 119a,https://mediadive.dsmz.de/solutions/S210?p=10,1003 ml,1,Medium 119a,https://mediadive.dsmz.de/medium/119a
Main sol. 119b,https://mediadive.dsmz.de/solutions/S211?p=10,1004 ml,1,Medium 119b,https://mediadive.dsmz.de/medium/119b
Main sol. 119c,https://mediadive.dsmz.de/solutions/S213?p=10,1003 ml,1,Medium 119c,https://mediadive.dsmz.de/medium/119c
Main sol. 120,https://mediadive.dsmz.de/solutions/S214?p=10,1024 ml,1,Medium 120,https://mediadive.dsmz.de/medium/120
Main sol. 120a,https://mediadive.dsmz.de/solutions/S215?p=10,1024 ml,1,Medium 120a,https://mediadive.dsmz.de/medium/120a
Main sol. 120b,https://mediadive.dsmz.de/solutions/S216?p=10,1024 ml,1,Medium 120b,https://mediadive.dsmz.de/medium/120b
Main sol. 120c,https://mediadive.dsmz.de/solutions/S217?p=10,1004 ml,1,Medium 120c,https://mediadive.dsmz.de/medium/120c
Main sol. 120d,https://mediadive.dsmz.de/solutions/S218?p=10,1024 ml,1,Medium 120d,https://mediadive.dsmz.de/medium/120d
Main sol. 121,https://mediadive.dsmz.de/solutions/S219?p=10,1000 ml,1,Medium 121,https://mediadive.dsmz.de/medium/121
Main sol. 122,https://mediadive.dsmz.de/solutions/S220?p=10,1000 ml,1,Medium 122,https://mediadive.dsmz.de/medium/122
Main sol. 123,https://mediadive.dsmz.de/solutions/S221?p=10,1000 ml,1,Medium 123,https://mediadive.dsmz.de/medium/123
Main sol. 124,https://mediadive.dsmz.de/solutions/S222?p=10,1003 ml,1,Medium 124,https://mediadive.dsmz.de/medium/124
Main sol. 125,https://mediadive.dsmz.de/solutions/S223?p=10,1000 ml,2,Medium 125,https://mediadive.dsmz.de/medium/125
Main sol. 127,https://mediadive.dsmz.de/solutions/S225?p=10,1000 ml,1,Medium 127,https://mediadive.dsmz.de/medium/127
Main sol. 129,https://mediadive.dsmz.de/solutions/S226?p=10,1000 ml,1,Medium 129,https://mediadive.dsmz.de/medium/129
Potato infusion,https://mediadive.dsmz.de/solutions/S227?p=10,1000 ml,1,Medium 129,https://mediadive.dsmz.de/medium/129
Main sol. 130,https://mediadive.dsmz.de/solutions/S228?p=10,1000 ml,1,Medium 130,https://mediadive.dsmz.de/medium/130
Main sol. 133,https://mediadive.dsmz.de/solutions/S229?p=10,1000 ml,1,Medium 133,https://mediadive.dsmz.de/medium/133
Main sol. 134,https://mediadive.dsmz.de/solutions/S230?p=11,1000 ml,1,Medium 134,https://mediadive.dsmz.de/medium/134
Main sol. 135,https://mediadive.dsmz.de/solutions/S231?p=11,1021 ml,1,Medium 135,https://mediadive.dsmz.de/medium/135
Main sol. 135a,https://mediadive.dsmz.de/solutions/S232?p=11,1021 ml,1,Medium 135a,https://mediadive.dsmz.de/medium/135a
Main sol. 135b,https://mediadive.dsmz.de/solutions/S233?p=11,1006 ml,1,Medium 135b,https://mediadive.dsmz.de/medium/135b
Main sol. 135c,https://mediadive.dsmz.de/solutions/S234?p=11,1021 ml,1,Medium 135c,https://mediadive.dsmz.de/medium/135c
Main sol. 136,https://mediadive.dsmz.de/solutions/S235?p=11,1000 ml,1,Medium 136,https://mediadive.dsmz.de/medium/136
Main sol. 137,https://mediadive.dsmz.de/solutions/S236?p=11,1000 ml,1,Medium 137,https://mediadive.dsmz.de/medium/137
Main sol. 138,https://mediadive.dsmz.de/solutions/S237?p=11,1000 ml,1,Medium 138,https://mediadive.dsmz.de/medium/138
Main sol. 139,https://mediadive.dsmz.de/solutions/S238?p=11,1000 ml,1,Medium 139,https://mediadive.dsmz.de/medium/139
Main sol. 140,https://mediadive.dsmz.de/solutions/S239?p=11,1000 ml,1,Medium 140,https://mediadive.dsmz.de/medium/140
Main sol. 141,https://mediadive.dsmz.de/solutions/S240?p=11,1013 ml,1,Medium 141,https://mediadive.dsmz.de/medium/141
