Organism Group,Name,Name Link,Taxonomy Link,Growth media,Growth Media Links,External Links
Bacterium,Rhodoblastus acidophilus DSM 145,https://mediadive.dsmz.de/strains/view/DSM 145,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodoblastus acidophilus,['26'],['https://mediadive.dsmz.de/medium/26'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-145', 'https://bacdive.dsmz.de/strain/1800']"
Bacterium,Rubrivivax gelatinosus DSM 149,https://mediadive.dsmz.de/strains/view/DSM 149,https://mediadive.dsmz.de/taxonomy?level=species&item=Rubrivivax gelatinosus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-149', 'https://bacdive.dsmz.de/strain/17934']"
Bacterium,Rubrivivax gelatinosus DSM 151,https://mediadive.dsmz.de/strains/view/DSM 151,https://mediadive.dsmz.de/taxonomy?level=species&item=Rubrivivax gelatinosus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-151', 'https://bacdive.dsmz.de/strain/17935']"
Bacterium,Rhodobacter capsulatus DSM 152,https://mediadive.dsmz.de/strains/view/DSM 152,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-152', 'https://bacdive.dsmz.de/strain/13807']"
Bacterium,Rhodobacter capsulatus DSM 155,https://mediadive.dsmz.de/strains/view/DSM 155,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-155', 'https://bacdive.dsmz.de/strain/13808']"
Bacterium,Rhodobacter capsulatus DSM 156,https://mediadive.dsmz.de/strains/view/DSM 156,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-156', 'https://bacdive.dsmz.de/strain/13809']"
Bacterium,Rhodobacter capsulatus DSM 157,https://mediadive.dsmz.de/strains/view/DSM 157,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodobacter capsulatus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-157', 'https://bacdive.dsmz.de/strain/13810']"
Bacterium,Cereibacter sphaeroides DSM 158,https://mediadive.dsmz.de/strains/view/DSM 158,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,"['27', 'J26']","['https://mediadive.dsmz.de/medium/27', 'https://mediadive.dsmz.de/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-158', 'https://bacdive.dsmz.de/strain/13812']"
Bacterium,Cereibacter sphaeroides DSM 159,https://mediadive.dsmz.de/strains/view/DSM 159,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-159', 'https://bacdive.dsmz.de/strain/13813']"
Bacterium,Cereibacter sphaeroides DSM 160,https://mediadive.dsmz.de/strains/view/DSM 160,https://mediadive.dsmz.de/taxonomy?level=species&item=Cereibacter sphaeroides,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-160', 'https://bacdive.dsmz.de/strain/13814']"
Bacterium,Rhodopila globiformis DSM 161,https://mediadive.dsmz.de/strains/view/DSM 161,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodopila globiformis,['25*'],['https://mediadive.dsmz.de/medium/25?strain=106'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-161', 'https://bacdive.dsmz.de/strain/59']"
Bacterium,Rhodomicrobium vannielii DSM 162,https://mediadive.dsmz.de/strains/view/DSM 162,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodomicrobium vannielii,"['26', '27']","['https://mediadive.dsmz.de/medium/26', 'https://mediadive.dsmz.de/medium/27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-162', 'https://bacdive.dsmz.de/strain/6194']"
Bacterium,Rhodomicrobium vannielii DSM 166,https://mediadive.dsmz.de/strains/view/DSM 166,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodomicrobium vannielii,['26'],['https://mediadive.dsmz.de/medium/26'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-166', 'https://bacdive.dsmz.de/strain/6195']"
Bacterium,Rhodocyclus purpureus DSM 168,https://mediadive.dsmz.de/strains/view/DSM 168,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodocyclus purpureus,['27'],['https://mediadive.dsmz.de/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-168', 'https://bacdive.dsmz.de/strain/13925']"
Bacterium,Allochromatium warmingii DSM 173,https://mediadive.dsmz.de/strains/view/DSM 173,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium warmingii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-173', 'https://bacdive.dsmz.de/strain/2436']"
Bacterium,Allochromatium warmingii DSM 174,https://mediadive.dsmz.de/strains/view/DSM 174,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium warmingii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-174', 'https://bacdive.dsmz.de/strain/2434']"
Bacterium,Marichromatium gracile DSM 175,https://mediadive.dsmz.de/strains/view/DSM 175,,['28'],['https://mediadive.dsmz.de/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-175']
Bacterium,Isochromatium buderi DSM 176,https://mediadive.dsmz.de/strains/view/DSM 176,https://mediadive.dsmz.de/taxonomy?level=species&item=Isochromatium buderi,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-176', 'https://bacdive.dsmz.de/strain/169049']"
Bacterium,Isochromatium buderi DSM 177,https://mediadive.dsmz.de/strains/view/DSM 177,,['28'],['https://mediadive.dsmz.de/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-177']
Bacterium,Allochromatium vinosum DSM 180,https://mediadive.dsmz.de/strains/view/DSM 180,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-180', 'https://bacdive.dsmz.de/strain/2424']"
Bacterium,Thiorhodococcus sp. DSM 182,https://mediadive.dsmz.de/strains/view/DSM 182,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-182', 'https://bacdive.dsmz.de/strain/2425']"
Bacterium,Allochromatium vinosum DSM 183,https://mediadive.dsmz.de/strains/view/DSM 183,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-183', 'https://bacdive.dsmz.de/strain/2426']"
Bacterium,Allochromatium vinosum DSM 185,https://mediadive.dsmz.de/strains/view/DSM 185,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-185', 'https://bacdive.dsmz.de/strain/2427']"
Bacterium,Allochromatium vinosum DSM 186,https://mediadive.dsmz.de/strains/view/DSM 186,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-186', 'https://bacdive.dsmz.de/strain/2428']"
Bacterium,Allochromatium vinosum DSM 189,https://mediadive.dsmz.de/strains/view/DSM 189,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-189', 'https://bacdive.dsmz.de/strain/2429']"
Bacterium,Allochromatium vinosum DSM 195,https://mediadive.dsmz.de/strains/view/DSM 195,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=121'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-195']
Bacterium,Allochromatium vinosum DSM 196,https://mediadive.dsmz.de/strains/view/DSM 196,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium vinosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-196', 'https://bacdive.dsmz.de/strain/2431']"
Bacterium,Thiocystis violascens DSM 198,https://mediadive.dsmz.de/strains/view/DSM 198,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocystis violascens,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-198', 'https://bacdive.dsmz.de/strain/2482']"
Bacterium,Allochromatium sp. DSM 199,https://mediadive.dsmz.de/strains/view/DSM 199,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-199', 'https://bacdive.dsmz.de/strain/2483']"
Bacterium,Thiorhodococcus sp. DSM 200,https://mediadive.dsmz.de/strains/view/DSM 200,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-200', 'https://bacdive.dsmz.de/strain/2484']"
Bacterium,Thiocystis violascens DSM 201,https://mediadive.dsmz.de/strains/view/DSM 201,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=126'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-201']
Bacterium,Thiocystis violascens DSM 202,https://mediadive.dsmz.de/strains/view/DSM 202,,['28*'],['https://mediadive.dsmz.de/medium/28?strain=127'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-202']
Bacterium,Marichromatium gracile DSM 203,https://mediadive.dsmz.de/strains/view/DSM 203,https://mediadive.dsmz.de/taxonomy?level=species&item=Marichromatium gracile,['28*'],['https://mediadive.dsmz.de/medium/28?strain=128'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-203', 'https://bacdive.dsmz.de/strain/2445']"
Bacterium,Marichromatium gracile DSM 204,https://mediadive.dsmz.de/strains/view/DSM 204,https://mediadive.dsmz.de/taxonomy?level=species&item=Marichromatium gracile,['28*'],['https://mediadive.dsmz.de/medium/28?strain=129'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-204', 'https://bacdive.dsmz.de/strain/2446']"
Bacterium,Thiocystis violacea DSM 208,https://mediadive.dsmz.de/strains/view/DSM 208,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocystis violacea,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-208', 'https://bacdive.dsmz.de/strain/2488']"
Bacterium,Thiorhodococcus sp. DSM 212,https://mediadive.dsmz.de/strains/view/DSM 212,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=132'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-212', 'https://bacdive.dsmz.de/strain/2489']"
Bacterium,Thiorhodococcus sp. DSM 213,https://mediadive.dsmz.de/strains/view/DSM 213,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiorhodococcus sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=133'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-213', 'https://bacdive.dsmz.de/strain/2490']"
Bacterium,Allochromatium sp. DSM 214,https://mediadive.dsmz.de/strains/view/DSM 214,https://mediadive.dsmz.de/taxonomy?level=species&item=Allochromatium sp.,['28*'],['https://mediadive.dsmz.de/medium/28?strain=134'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-214', 'https://bacdive.dsmz.de/strain/2491']"
Bacterium,Thiocapsa roseopersicina DSM 217,https://mediadive.dsmz.de/strains/view/DSM 217,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-217', 'https://bacdive.dsmz.de/strain/2479']"
Bacterium,Thiocapsa roseopersicina DSM 221,https://mediadive.dsmz.de/strains/view/DSM 221,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-221', 'https://bacdive.dsmz.de/strain/2480']"
Bacterium,Thiococcus pfennigii DSM 226,https://mediadive.dsmz.de/strains/view/DSM 226,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-226', 'https://bacdive.dsmz.de/strain/2465']"
Bacterium,Thiococcus pfennigii DSM 227,https://mediadive.dsmz.de/strains/view/DSM 227,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-227', 'https://bacdive.dsmz.de/strain/2466']"
Bacterium,Thiococcus pfennigii DSM 228,https://mediadive.dsmz.de/strains/view/DSM 228,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiococcus pfennigii,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-228', 'https://bacdive.dsmz.de/strain/2467']"
Bacterium,Lamprocystis roseopersicina DSM 229,https://mediadive.dsmz.de/strains/view/DSM 229,https://mediadive.dsmz.de/taxonomy?level=species&item=Lamprocystis roseopersicina,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-229', 'https://bacdive.dsmz.de/strain/169055']"
Bacterium,Thiodictyon elegans DSM 232,https://mediadive.dsmz.de/strains/view/DSM 232,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiodictyon elegans,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-232', 'https://bacdive.dsmz.de/strain/168653']"
Bacterium,Thiodictyon bacillosum DSM 234,https://mediadive.dsmz.de/strains/view/DSM 234,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiodictyon bacillosum,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-234', 'https://bacdive.dsmz.de/strain/167844']"
Bacterium,Thiocapsa rosea DSM 235,https://mediadive.dsmz.de/strains/view/DSM 235,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa rosea,['28'],['https://mediadive.dsmz.de/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-235', 'https://bacdive.dsmz.de/strain/2478']"
Bacterium,Thiocapsa pendens DSM 236,https://mediadive.dsmz.de/strains/view/DSM 236,https://mediadive.dsmz.de/taxonomy?level=species&item=Thiocapsa pendens,['39'],['https://mediadive.dsmz.de/medium/39'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-236', 'https://bacdive.dsmz.de/strain/2476']"
Bacterium,Ectothiorhodospira mobilis DSM 237,https://mediadive.dsmz.de/strains/view/DSM 237,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira mobilis,['28*'],['https://mediadive.dsmz.de/medium/28?strain=145'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-237', 'https://bacdive.dsmz.de/strain/4270']"
Bacterium,Ectothiorhodospira mobilis DSM 238,https://mediadive.dsmz.de/strains/view/DSM 238,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira mobilis,['28*'],['https://mediadive.dsmz.de/medium/28?strain=146'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-238', 'https://bacdive.dsmz.de/strain/4271']"
Bacterium,Ectothiorhodospira mobilis DSM 239,https://mediadive.dsmz.de/strains/view/DSM 239,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira mobilis,['28*'],['https://mediadive.dsmz.de/medium/28?strain=147'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-239', 'https://bacdive.dsmz.de/strain/4272']"
Bacterium,Ectothiorhodospira mobilis DSM 240,https://mediadive.dsmz.de/strains/view/DSM 240,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira mobilis,['28*'],['https://mediadive.dsmz.de/medium/28?strain=148'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-240', 'https://bacdive.dsmz.de/strain/4273']"
Bacterium,Ectothiorhodospira marina DSM 241,https://mediadive.dsmz.de/strains/view/DSM 241,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira marina,['253'],['https://mediadive.dsmz.de/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-241', 'https://bacdive.dsmz.de/strain/4278']"
Bacterium,Ectothiorhodospira marina DSM 242,https://mediadive.dsmz.de/strains/view/DSM 242,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira marina,['253'],['https://mediadive.dsmz.de/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-242', 'https://bacdive.dsmz.de/strain/4274']"
Bacterium,Ectothiorhodospira shaposhnikovii DSM 243,https://mediadive.dsmz.de/strains/view/DSM 243,https://mediadive.dsmz.de/taxonomy?level=species&item=Ectothiorhodospira shaposhnikovii,['28*'],['https://mediadive.dsmz.de/medium/28?strain=151'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-243', 'https://bacdive.dsmz.de/strain/4276']"
Bacterium,Halorhodospira halophila DSM 244,https://mediadive.dsmz.de/strains/view/DSM 244,https://mediadive.dsmz.de/taxonomy?level=species&item=Halorhodospira halophila,['253'],['https://mediadive.dsmz.de/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-244', 'https://bacdive.dsmz.de/strain/4283']"
Bacterium,Chlorobium limicola DSM 245,https://mediadive.dsmz.de/strains/view/DSM 245,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium limicola,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-245', 'https://bacdive.dsmz.de/strain/2403']"
Bacterium,Chlorobium limicola DSM 248,https://mediadive.dsmz.de/strains/view/DSM 248,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium limicola,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-248', 'https://bacdive.dsmz.de/strain/2404']"
Bacterium,Chlorobaculum thiosulfatiphilum DSM 249,https://mediadive.dsmz.de/strains/view/DSM 249,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobaculum thiosulfatiphilum,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-249', 'https://bacdive.dsmz.de/strain/2398']"
Bacterium,Chlorobaculum sp. DSM 254,https://mediadive.dsmz.de/strains/view/DSM 254,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobaculum sp.,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-254', 'https://bacdive.dsmz.de/strain/2399']"
Bacterium,Chlorobaculum sp. DSM 257,https://mediadive.dsmz.de/strains/view/DSM 257,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobaculum sp.,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-257', 'https://bacdive.dsmz.de/strain/2400']"
Bacterium,Chlorobium limicola DSM 258,https://mediadive.dsmz.de/strains/view/DSM 258,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium limicola,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-258', 'https://bacdive.dsmz.de/strain/2405']"
Bacterium,Prosthecochloris vibrioformis DSM 260,https://mediadive.dsmz.de/strains/view/DSM 260,https://mediadive.dsmz.de/taxonomy?level=species&item=Prosthecochloris vibrioformis,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-260', 'https://bacdive.dsmz.de/strain/2401']"
Bacterium,Chlorobium phaeovibrioides DSM 261,https://mediadive.dsmz.de/strains/view/DSM 261,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium phaeovibrioides,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-261', 'https://bacdive.dsmz.de/strain/2408']"
Bacterium,Chlorobium luteolum DSM 262,https://mediadive.dsmz.de/strains/view/DSM 262,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium luteolum,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-262', 'https://bacdive.dsmz.de/strain/2407']"
Bacterium,Chlorobaculum parvum DSM 263,https://mediadive.dsmz.de/strains/view/DSM 263,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobaculum parvum,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-263', 'https://bacdive.dsmz.de/strain/2397']"
Bacterium,Chlorobium phaeovibrioides DSM 265,https://mediadive.dsmz.de/strains/view/DSM 265,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium phaeovibrioides,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-265', 'https://bacdive.dsmz.de/strain/2409']"
Bacterium,Chlorobium phaeovibrioides DSM 267,https://mediadive.dsmz.de/strains/view/DSM 267,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium phaeovibrioides,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-267', 'https://bacdive.dsmz.de/strain/2410']"
Bacterium,Chlorobium phaeovibrioides DSM 269,https://mediadive.dsmz.de/strains/view/DSM 269,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium phaeovibrioides,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-269', 'https://bacdive.dsmz.de/strain/2411']"
Bacterium,Chlorobium phaeovibrioides DSM 270,https://mediadive.dsmz.de/strains/view/DSM 270,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium phaeovibrioides,['29'],['https://mediadive.dsmz.de/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-270', 'https://bacdive.dsmz.de/strain/2412']"
Bacterium,Chlorobium luteolum DSM 273,https://mediadive.dsmz.de/strains/view/DSM 273,https://mediadive.dsmz.de/taxonomy?level=species&item=Chlorobium luteolum,['40'],['https://mediadive.dsmz.de/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-273', 'https://bacdive.dsmz.de/strain/2406']"
Bacterium,Sporosarcina pasteurii DSM 276,https://mediadive.dsmz.de/strains/view/DSM 276,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina pasteurii,['2'],['https://mediadive.dsmz.de/medium/2'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-276', 'https://bacdive.dsmz.de/strain/11979']"
Bacterium,Metabacillus fastidiosus DSM 277,https://mediadive.dsmz.de/strains/view/DSM 277,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-277', 'https://bacdive.dsmz.de/strain/656']"
Bacterium,Metabacillus fastidiosus DSM 278,https://mediadive.dsmz.de/strains/view/DSM 278,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-278', 'https://bacdive.dsmz.de/strain/657']"
Bacterium,Azotobacter vinelandii DSM 279,https://mediadive.dsmz.de/strains/view/DSM 279,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-279', 'https://bacdive.dsmz.de/strain/12739']"
Bacterium,Metabacillus fastidiosus DSM 280,https://mediadive.dsmz.de/strains/view/DSM 280,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-280', 'https://bacdive.dsmz.de/strain/658']"
Bacterium,Azotobacter chroococcum DSM 281,https://mediadive.dsmz.de/strains/view/DSM 281,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['441', '830']","['https://mediadive.dsmz.de/medium/441', 'https://mediadive.dsmz.de/medium/830']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-281', 'https://bacdive.dsmz.de/strain/12728']"
Bacterium,Azotobacter beijerinckii DSM 282,https://mediadive.dsmz.de/strains/view/DSM 282,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter beijerinckii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-282', 'https://bacdive.dsmz.de/strain/12723']"
Bacterium,Metabacillus fastidiosus DSM 283,https://mediadive.dsmz.de/strains/view/DSM 283,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-283', 'https://bacdive.dsmz.de/strain/659']"
Bacterium,Sarcina ventriculi DSM 286,https://mediadive.dsmz.de/strains/view/DSM 286,https://mediadive.dsmz.de/taxonomy?level=species&item=Sarcina ventriculi,['21*'],['https://mediadive.dsmz.de/medium/21?strain=176'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-286', 'https://bacdive.dsmz.de/strain/2507']"
Bacterium,Shinella zoogloeoides DSM 287,https://mediadive.dsmz.de/strains/view/DSM 287,https://mediadive.dsmz.de/taxonomy?level=species&item=Shinella zoogloeoides,"['1', 'J190']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J190']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-287', 'https://bacdive.dsmz.de/strain/13901']"
Bacterium,Pseudomonas aeruginosa DSM 288,https://mediadive.dsmz.de/strains/view/DSM 288,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas aeruginosa,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-288', 'https://bacdive.dsmz.de/strain/12757']"
