Organism Group,Name,Name Link,Taxonomy Link,Growth media,Growth Media Links,External Links
Bacterium,Pseudomonas koreensis DSM 289,https://mediadive.dsmz.de/strains/view/DSM 289,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas fluorescens,"['1a', '1', '220', '907', '1749']","['https://mediadive.dsmz.de/medium/1a', 'https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/220', 'https://mediadive.dsmz.de/medium/907', 'https://mediadive.dsmz.de/medium/1749']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-289', 'https://bacdive.dsmz.de/strain/12824']"
Bacterium,Pseudomonas putida DSM 291,https://mediadive.dsmz.de/strains/view/DSM 291,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas putida,"['1a', 'J12', 'J22', '535', '830', '1', '907', '545']","['https://mediadive.dsmz.de/medium/1a', 'https://mediadive.dsmz.de/medium/J12', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/535', 'https://mediadive.dsmz.de/medium/830', 'https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/907', 'https://mediadive.dsmz.de/medium/545']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-291', 'https://bacdive.dsmz.de/strain/12871']"
Bacterium,Paenibacillus polymyxa DSM 292,https://mediadive.dsmz.de/strains/view/DSM 292,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus polymyxa,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-292', 'https://bacdive.dsmz.de/strain/11480']"
Bacterium,Pseudomonas putida DSM 295,https://mediadive.dsmz.de/strains/view/DSM 295,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas putida,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-295', 'https://bacdive.dsmz.de/strain/12872']"
Bacterium,Geobacillus stearothermophilus DSM 297,https://mediadive.dsmz.de/strains/view/DSM 297,https://mediadive.dsmz.de/taxonomy?level=species&item=Geobacillus stearothermophilus,"['1', '220']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-297', 'https://bacdive.dsmz.de/strain/1410']"
Bacterium,Brevibacillus borstelensis DSM 298,https://mediadive.dsmz.de/strains/view/DSM 298,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacillus borstelensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-298', 'https://bacdive.dsmz.de/strain/11420']"
Bacterium,Bacillus mycoides DSM 299,https://mediadive.dsmz.de/strains/view/DSM 299,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-299', 'https://bacdive.dsmz.de/strain/740']"
Bacterium,Sarcina ventriculi DSM 300,https://mediadive.dsmz.de/strains/view/DSM 300,https://mediadive.dsmz.de/taxonomy?level=species&item=Sarcina ventriculi,['21*'],['https://mediadive.dsmz.de/medium/21?strain=186'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-300', 'https://bacdive.dsmz.de/strain/2508']"
Bacterium,Escherichia coli DSM 301,https://mediadive.dsmz.de/strains/view/DSM 301,https://mediadive.dsmz.de/taxonomy?level=species&item=Escherichia coli,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-301', 'https://bacdive.dsmz.de/strain/4409']"
Bacterium,Bacillus mycoides DSM 303,https://mediadive.dsmz.de/strains/view/DSM 303,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-303', 'https://bacdive.dsmz.de/strain/741']"
Bacterium,Pseudomonas sp. DSM 304,https://mediadive.dsmz.de/strains/view/DSM 304,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudomonas sp.,['1a'],['https://mediadive.dsmz.de/medium/1a'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-304', 'https://bacdive.dsmz.de/strain/24368']"
Bacterium,Bacillus mycoides DSM 307,https://mediadive.dsmz.de/strains/view/DSM 307,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-307', 'https://bacdive.dsmz.de/strain/742']"
Bacterium,Bacillus mycoides DSM 309,https://mediadive.dsmz.de/strains/view/DSM 309,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-309', 'https://bacdive.dsmz.de/strain/743']"
Bacterium,Rhodococcus erythropolis DSM 312,https://mediadive.dsmz.de/strains/view/DSM 312,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus erythropolis,['535'],['https://mediadive.dsmz.de/medium/535'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-312', 'https://bacdive.dsmz.de/strain/10851']"
Bacterium,Rhodococcus erythropolis DSM 313,https://mediadive.dsmz.de/strains/view/DSM 313,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus erythropolis,['53'],['https://mediadive.dsmz.de/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-313', 'https://bacdive.dsmz.de/strain/10852']"
Bacterium,Sarcina maxima DSM 316,https://mediadive.dsmz.de/strains/view/DSM 316,https://mediadive.dsmz.de/taxonomy?level=species&item=Sarcina maxima,['21*'],['https://mediadive.dsmz.de/medium/21?strain=195'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-316', 'https://bacdive.dsmz.de/strain/2506']"
Bacterium,Sporosarcina ureae DSM 317,https://mediadive.dsmz.de/strains/view/DSM 317,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina ureae,"['2', 'J22']","['https://mediadive.dsmz.de/medium/2', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-317', 'https://bacdive.dsmz.de/strain/11987']"
Bacterium,Priestia megaterium DSM 319,https://mediadive.dsmz.de/strains/view/DSM 319,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-319', 'https://bacdive.dsmz.de/strain/717']"
Bacterium,Sporosarcina ureae DSM 320,https://mediadive.dsmz.de/strains/view/DSM 320,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina ureae,"['2', 'J22']","['https://mediadive.dsmz.de/medium/2', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-320', 'https://bacdive.dsmz.de/strain/11988']"
Bacterium,Priestia megaterium DSM 321,https://mediadive.dsmz.de/strains/view/DSM 321,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-321', 'https://bacdive.dsmz.de/strain/718']"
Bacterium,Priestia megaterium DSM 322,https://mediadive.dsmz.de/strains/view/DSM 322,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-322', 'https://bacdive.dsmz.de/strain/719']"
Bacterium,Sporosarcina pasteurii DSM 323,https://mediadive.dsmz.de/strains/view/DSM 323,https://mediadive.dsmz.de/taxonomy?level=species&item=Sporosarcina pasteurii,['2'],['https://mediadive.dsmz.de/medium/2'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-323', 'https://bacdive.dsmz.de/strain/11980']"
Bacterium,Metabacillus fastidiosus DSM 324,https://mediadive.dsmz.de/strains/view/DSM 324,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-324', 'https://bacdive.dsmz.de/strain/660']"
Bacterium,Metabacillus fastidiosus DSM 325,https://mediadive.dsmz.de/strains/view/DSM 325,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-325', 'https://bacdive.dsmz.de/strain/661']"
Bacterium,Metabacillus fastidiosus DSM 326,https://mediadive.dsmz.de/strains/view/DSM 326,https://mediadive.dsmz.de/taxonomy?level=species&item=Metabacillus fastidiosus,['6'],['https://mediadive.dsmz.de/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-326', 'https://bacdive.dsmz.de/strain/662']"
Bacterium,Azotobacter chroococcum DSM 328,https://mediadive.dsmz.de/strains/view/DSM 328,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-328', 'https://bacdive.dsmz.de/strain/12729']"
Bacterium,Paenibacillus chibensis DSM 329,https://mediadive.dsmz.de/strains/view/DSM 329,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus chibensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-329', 'https://bacdive.dsmz.de/strain/11544']"
Bacterium,Azotobacter vinelandii DSM 332,https://mediadive.dsmz.de/strains/view/DSM 332,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-332', 'https://bacdive.dsmz.de/strain/12740']"
Bacterium,Priestia megaterium DSM 333,https://mediadive.dsmz.de/strains/view/DSM 333,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-333', 'https://bacdive.dsmz.de/strain/714']"
Bacterium,Ancylobacter aquaticus DSM 334,https://mediadive.dsmz.de/strains/view/DSM 334,https://mediadive.dsmz.de/taxonomy?level=species&item=Ancylobacter aquaticus,"['7', '81', '428', 'J349']","['https://mediadive.dsmz.de/medium/7', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J349']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-334', 'https://bacdive.dsmz.de/strain/17382']"
Bacterium,Brevibacillus laterosporus DSM 335,https://mediadive.dsmz.de/strains/view/DSM 335,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacillus laterosporus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-335', 'https://bacdive.dsmz.de/strain/11406']"
Bacterium,Priestia megaterium DSM 337,https://mediadive.dsmz.de/strains/view/DSM 337,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-337', 'https://bacdive.dsmz.de/strain/715']"
Bacterium,Xanthobacter flavus DSM 338,https://mediadive.dsmz.de/strains/view/DSM 338,https://mediadive.dsmz.de/taxonomy?level=species&item=Xanthobacter flavus,"['1', '81', '428', 'J74']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/81', 'https://mediadive.dsmz.de/medium/428', 'https://mediadive.dsmz.de/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-338', 'https://bacdive.dsmz.de/strain/17428']"
Bacterium,Priestia megaterium DSM 339,https://mediadive.dsmz.de/strains/view/DSM 339,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-339', 'https://bacdive.dsmz.de/strain/716']"
Bacterium,Clavibacter insidiosus DSM 340,https://mediadive.dsmz.de/strains/view/DSM 340,https://mediadive.dsmz.de/taxonomy?level=species&item=Clavibacter insidiosus,['53'],['https://mediadive.dsmz.de/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-340', 'https://bacdive.dsmz.de/strain/7285']"
Bacterium,Pseudarthrobacter polychromogenes DSM 342,https://mediadive.dsmz.de/strains/view/DSM 342,https://mediadive.dsmz.de/taxonomy?level=species&item=Pseudarthrobacter polychromogenes,"['53', 'J22', 'J26']","['https://mediadive.dsmz.de/medium/53', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-342', 'https://bacdive.dsmz.de/strain/7532']"
Bacterium,Priestia megaterium DSM 344,https://mediadive.dsmz.de/strains/view/DSM 344,https://mediadive.dsmz.de/taxonomy?level=species&item=Priestia megaterium,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-344', 'https://bacdive.dsmz.de/strain/720']"
Bacterium,Bacillus cereus DSM 345,https://mediadive.dsmz.de/strains/view/DSM 345,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,"['1', '92', '693']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/92', 'https://mediadive.dsmz.de/medium/693']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-345', 'https://bacdive.dsmz.de/strain/605']"
Bacterium,Staphylococcus aureus DSM 346,https://mediadive.dsmz.de/strains/view/DSM 346,https://mediadive.dsmz.de/taxonomy?level=species&item=Staphylococcus aureus,"['92', '693', 'J22', 'J27']","['https://mediadive.dsmz.de/medium/92', 'https://mediadive.dsmz.de/medium/693', 'https://mediadive.dsmz.de/medium/J22', 'https://mediadive.dsmz.de/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-346', 'https://bacdive.dsmz.de/strain/14445']"
Bacterium,Bacillus spizizenii DSM 347,https://mediadive.dsmz.de/strains/view/DSM 347,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus spizizenii,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-347', 'https://bacdive.dsmz.de/strain/1187']"
Bacterium,Kocuria rhizophila DSM 348,https://mediadive.dsmz.de/strains/view/DSM 348,https://mediadive.dsmz.de/taxonomy?level=species&item=Kocuria rhizophila,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-348', 'https://bacdive.dsmz.de/strain/7646']"
Bacterium,Bacillus thuringiensis DSM 350,https://mediadive.dsmz.de/strains/view/DSM 350,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus thuringiensis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-350', 'https://bacdive.dsmz.de/strain/1005']"
Bacterium,Bacillus cereus DSM 351,https://mediadive.dsmz.de/strains/view/DSM 351,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-351', 'https://bacdive.dsmz.de/strain/606']"
Bacterium,Bacillus sp. DSM 352,https://mediadive.dsmz.de/strains/view/DSM 352,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus sp.,['12'],['https://mediadive.dsmz.de/medium/12'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-352', 'https://bacdive.dsmz.de/strain/824']"
Bacterium,Bacillus pumilus DSM 354,https://mediadive.dsmz.de/strains/view/DSM 354,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus pumilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-354', 'https://bacdive.dsmz.de/strain/749']"
Bacterium,Bacillus pumilus DSM 355,https://mediadive.dsmz.de/strains/view/DSM 355,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus pumilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-355', 'https://bacdive.dsmz.de/strain/750']"
Bacterium,Paenibacillus polymyxa DSM 356,https://mediadive.dsmz.de/strains/view/DSM 356,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus polymyxa,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-356', 'https://bacdive.dsmz.de/strain/11481']"
Bacterium,Paenibacillus macerans DSM 357,https://mediadive.dsmz.de/strains/view/DSM 357,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus macerans,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-357', 'https://bacdive.dsmz.de/strain/11472']"
Bacterium,Cytobacillus firmus DSM 359,https://mediadive.dsmz.de/strains/view/DSM 359,https://mediadive.dsmz.de/taxonomy?level=species&item=Cytobacillus firmus,"['1', 'J74']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-359', 'https://bacdive.dsmz.de/strain/673']"
Bacterium,Bacillus cereus DSM 360,https://mediadive.dsmz.de/strains/view/DSM 360,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus cereus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-360', 'https://bacdive.dsmz.de/strain/607']"
Bacterium,Bacillus pumilus DSM 361,https://mediadive.dsmz.de/strains/view/DSM 361,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus pumilus,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-361', 'https://bacdive.dsmz.de/strain/751']"
Bacterium,Brevibacillus parabrevis DSM 362,https://mediadive.dsmz.de/strains/view/DSM 362,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacillus parabrevis,"['1', 'J22']","['https://mediadive.dsmz.de/medium/1', 'https://mediadive.dsmz.de/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-362', 'https://bacdive.dsmz.de/strain/11410']"
Bacterium,Rhodococcus rhodochrous DSM 363,https://mediadive.dsmz.de/strains/view/DSM 363,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus rhodochrous,"['535', 'J26', 'J43', 'J57']","['https://mediadive.dsmz.de/medium/535', 'https://mediadive.dsmz.de/medium/J26', 'https://mediadive.dsmz.de/medium/J43', 'https://mediadive.dsmz.de/medium/J57']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-363', 'https://bacdive.dsmz.de/strain/10897']"
Bacterium,Rhodococcus sp. DSM 364,https://mediadive.dsmz.de/strains/view/DSM 364,https://mediadive.dsmz.de/taxonomy?level=species&item=Rhodococcus sp.,['65'],['https://mediadive.dsmz.de/medium/65'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-364', 'https://bacdive.dsmz.de/strain/10957']"
Bacterium,Paenibacillus polymyxa DSM 365,https://mediadive.dsmz.de/strains/view/DSM 365,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus polymyxa,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-365', 'https://bacdive.dsmz.de/strain/11482']"
Bacterium,Azotobacter vinelandii DSM 366,https://mediadive.dsmz.de/strains/view/DSM 366,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-366', 'https://bacdive.dsmz.de/strain/12741']"
Bacterium,Azotobacter chroococcum DSM 368,https://mediadive.dsmz.de/strains/view/DSM 368,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-368', 'https://bacdive.dsmz.de/strain/12730']"
Bacterium,Azotobacter chroococcum DSM 369,https://mediadive.dsmz.de/strains/view/DSM 369,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-369', 'https://bacdive.dsmz.de/strain/12731']"
Bacterium,Brevibacillus parabrevis DSM 370,https://mediadive.dsmz.de/strains/view/DSM 370,https://mediadive.dsmz.de/taxonomy?level=species&item=Brevibacillus parabrevis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-370', 'https://bacdive.dsmz.de/strain/11411']"
Bacterium,Paenibacillus polymyxa DSM 372,https://mediadive.dsmz.de/strains/view/DSM 372,https://mediadive.dsmz.de/taxonomy?level=species&item=Paenibacillus polymyxa,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-372', 'https://bacdive.dsmz.de/strain/11483']"
Bacterium,Azotobacter beijerinckii DSM 373,https://mediadive.dsmz.de/strains/view/DSM 373,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter beijerinckii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-373', 'https://bacdive.dsmz.de/strain/12724']"
Bacterium,Azotobacter chroococcum DSM 374,https://mediadive.dsmz.de/strains/view/DSM 374,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-374', 'https://bacdive.dsmz.de/strain/12732']"
Bacterium,Azomonas agilis DSM 375,https://mediadive.dsmz.de/strains/view/DSM 375,https://mediadive.dsmz.de/taxonomy?level=species&item=Azomonas agilis,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-375', 'https://bacdive.dsmz.de/strain/12717']"
Bacterium,Azorhizophilus paspali DSM 376,https://mediadive.dsmz.de/strains/view/DSM 376,https://mediadive.dsmz.de/taxonomy?level=species&item=Azorhizophilus paspali,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-376', 'https://bacdive.dsmz.de/strain/12703']"
Bacterium,Azotobacter beijerinckii DSM 378,https://mediadive.dsmz.de/strains/view/DSM 378,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter beijerinckii,"['441', 'J346']","['https://mediadive.dsmz.de/medium/441', 'https://mediadive.dsmz.de/medium/J346']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-378', 'https://bacdive.dsmz.de/strain/12725']"
Bacterium,Azotobacter chroococcum DSM 379,https://mediadive.dsmz.de/strains/view/DSM 379,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-379', 'https://bacdive.dsmz.de/strain/12733']"
Bacterium,Azotobacter beijerinckii DSM 381,https://mediadive.dsmz.de/strains/view/DSM 381,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter beijerinckii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-381', 'https://bacdive.dsmz.de/strain/12726']"
Bacterium,Azotobacter vinelandii DSM 382,https://mediadive.dsmz.de/strains/view/DSM 382,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-382', 'https://bacdive.dsmz.de/strain/12742']"
Bacterium,Bacillus mycoides DSM 384,https://mediadive.dsmz.de/strains/view/DSM 384,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus mycoides,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-384', 'https://bacdive.dsmz.de/strain/744']"
Bacterium,Azorhizophilus paspali DSM 388,https://mediadive.dsmz.de/strains/view/DSM 388,https://mediadive.dsmz.de/taxonomy?level=species&item=Azorhizophilus paspali,"['3', '441*']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441?strain=249']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-388', 'https://bacdive.dsmz.de/strain/12704']"
Bacterium,Azotobacter vinelandii DSM 389,https://mediadive.dsmz.de/strains/view/DSM 389,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-389', 'https://bacdive.dsmz.de/strain/12743']"
Bacterium,Azotobacter vinelandii DSM 390,https://mediadive.dsmz.de/strains/view/DSM 390,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter vinelandii,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-390', 'https://bacdive.dsmz.de/strain/12744']"
Bacterium,Azorhizophilus paspali DSM 391,https://mediadive.dsmz.de/strains/view/DSM 391,https://mediadive.dsmz.de/taxonomy?level=species&item=Azorhizophilus paspali,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-391', 'https://bacdive.dsmz.de/strain/12705']"
Bacterium,Bacillus licheniformis DSM 392,https://mediadive.dsmz.de/strains/view/DSM 392,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus licheniformis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-392', 'https://bacdive.dsmz.de/strain/684']"
Bacterium,Azotobacter chroococcum DSM 393,https://mediadive.dsmz.de/strains/view/DSM 393,https://mediadive.dsmz.de/taxonomy?level=species&item=Azotobacter chroococcum,"['3', '441']","['https://mediadive.dsmz.de/medium/3', 'https://mediadive.dsmz.de/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-393', 'https://bacdive.dsmz.de/strain/12734']"
Bacterium,Bacillus licheniformis DSM 394,https://mediadive.dsmz.de/strains/view/DSM 394,https://mediadive.dsmz.de/taxonomy?level=species&item=Bacillus licheniformis,['1'],['https://mediadive.dsmz.de/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-394', 'https://bacdive.dsmz.de/strain/685']"
