Organism Group,Name,Name Link,Taxonomy Link,Growth Media Links,External Links
Bacterium,Rhodomicrobium vannielii DSM 162,/strains/view/DSM 162,/taxonomy?level=species&item=Rhodomicrobium vannielii,"['/medium/26', '/medium/27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-162', 'https://bacdive.dsmz.de/strain/6194']"
Bacterium,Rhodomicrobium vannielii DSM 166,/strains/view/DSM 166,/taxonomy?level=species&item=Rhodomicrobium vannielii,['/medium/26'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-166', 'https://bacdive.dsmz.de/strain/6195']"
Bacterium,Rhodocyclus purpureus DSM 168,/strains/view/DSM 168,/taxonomy?level=species&item=Rhodocyclus purpureus,['/medium/27'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-168', 'https://bacdive.dsmz.de/strain/13925']"
Bacterium,Allochromatium warmingii DSM 173,/strains/view/DSM 173,/taxonomy?level=species&item=Allochromatium warmingii,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-173', 'https://bacdive.dsmz.de/strain/2436']"
Bacterium,Allochromatium warmingii DSM 174,/strains/view/DSM 174,/taxonomy?level=species&item=Allochromatium warmingii,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-174', 'https://bacdive.dsmz.de/strain/2434']"
Bacterium,Marichromatium gracile DSM 175,/strains/view/DSM 175,,['/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-175']
Bacterium,Isochromatium buderi DSM 176,/strains/view/DSM 176,/taxonomy?level=species&item=Isochromatium buderi,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-176', 'https://bacdive.dsmz.de/strain/169049']"
Bacterium,Isochromatium buderi DSM 177,/strains/view/DSM 177,,['/medium/28'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-177']
Bacterium,Allochromatium vinosum DSM 180,/strains/view/DSM 180,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-180', 'https://bacdive.dsmz.de/strain/2424']"
Bacterium,Thiorhodococcus sp. DSM 182,/strains/view/DSM 182,/taxonomy?level=species&item=Thiorhodococcus sp.,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-182', 'https://bacdive.dsmz.de/strain/2425']"
Bacterium,Allochromatium vinosum DSM 183,/strains/view/DSM 183,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-183', 'https://bacdive.dsmz.de/strain/2426']"
Bacterium,Allochromatium vinosum DSM 185,/strains/view/DSM 185,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-185', 'https://bacdive.dsmz.de/strain/2427']"
Bacterium,Allochromatium vinosum DSM 186,/strains/view/DSM 186,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-186', 'https://bacdive.dsmz.de/strain/2428']"
Bacterium,Allochromatium vinosum DSM 189,/strains/view/DSM 189,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-189', 'https://bacdive.dsmz.de/strain/2429']"
Bacterium,Allochromatium vinosum DSM 195,/strains/view/DSM 195,,['/medium/28?strain=121'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-195']
Bacterium,Allochromatium vinosum DSM 196,/strains/view/DSM 196,/taxonomy?level=species&item=Allochromatium vinosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-196', 'https://bacdive.dsmz.de/strain/2431']"
Bacterium,Thiocystis violascens DSM 198,/strains/view/DSM 198,/taxonomy?level=species&item=Thiocystis violascens,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-198', 'https://bacdive.dsmz.de/strain/2482']"
Bacterium,Allochromatium sp. DSM 199,/strains/view/DSM 199,/taxonomy?level=species&item=Allochromatium sp.,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-199', 'https://bacdive.dsmz.de/strain/2483']"
Bacterium,Thiorhodococcus sp. DSM 200,/strains/view/DSM 200,/taxonomy?level=species&item=Thiorhodococcus sp.,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-200', 'https://bacdive.dsmz.de/strain/2484']"
Bacterium,Thiocystis violascens DSM 201,/strains/view/DSM 201,,['/medium/28?strain=126'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-201']
Bacterium,Thiocystis violascens DSM 202,/strains/view/DSM 202,,['/medium/28?strain=127'],['https://www.dsmz.de/collection/catalogue/details/culture/DSM-202']
Bacterium,Marichromatium gracile DSM 203,/strains/view/DSM 203,/taxonomy?level=species&item=Marichromatium gracile,['/medium/28?strain=128'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-203', 'https://bacdive.dsmz.de/strain/2445']"
Bacterium,Marichromatium gracile DSM 204,/strains/view/DSM 204,/taxonomy?level=species&item=Marichromatium gracile,['/medium/28?strain=129'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-204', 'https://bacdive.dsmz.de/strain/2446']"
Bacterium,Thiocystis violacea DSM 208,/strains/view/DSM 208,/taxonomy?level=species&item=Thiocystis violacea,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-208', 'https://bacdive.dsmz.de/strain/2488']"
Bacterium,Thiorhodococcus sp. DSM 212,/strains/view/DSM 212,/taxonomy?level=species&item=Thiorhodococcus sp.,['/medium/28?strain=132'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-212', 'https://bacdive.dsmz.de/strain/2489']"
Bacterium,Thiorhodococcus sp. DSM 213,/strains/view/DSM 213,/taxonomy?level=species&item=Thiorhodococcus sp.,['/medium/28?strain=133'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-213', 'https://bacdive.dsmz.de/strain/2490']"
Bacterium,Allochromatium sp. DSM 214,/strains/view/DSM 214,/taxonomy?level=species&item=Allochromatium sp.,['/medium/28?strain=134'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-214', 'https://bacdive.dsmz.de/strain/2491']"
Bacterium,Thiocapsa roseopersicina DSM 217,/strains/view/DSM 217,/taxonomy?level=species&item=Thiocapsa roseopersicina,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-217', 'https://bacdive.dsmz.de/strain/2479']"
Bacterium,Thiocapsa roseopersicina DSM 221,/strains/view/DSM 221,/taxonomy?level=species&item=Thiocapsa roseopersicina,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-221', 'https://bacdive.dsmz.de/strain/2480']"
Bacterium,Thiococcus pfennigii DSM 226,/strains/view/DSM 226,/taxonomy?level=species&item=Thiococcus pfennigii,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-226', 'https://bacdive.dsmz.de/strain/2465']"
Bacterium,Thiococcus pfennigii DSM 227,/strains/view/DSM 227,/taxonomy?level=species&item=Thiococcus pfennigii,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-227', 'https://bacdive.dsmz.de/strain/2466']"
Bacterium,Thiococcus pfennigii DSM 228,/strains/view/DSM 228,/taxonomy?level=species&item=Thiococcus pfennigii,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-228', 'https://bacdive.dsmz.de/strain/2467']"
Bacterium,Lamprocystis roseopersicina DSM 229,/strains/view/DSM 229,/taxonomy?level=species&item=Lamprocystis roseopersicina,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-229', 'https://bacdive.dsmz.de/strain/169055']"
Bacterium,Thiodictyon elegans DSM 232,/strains/view/DSM 232,/taxonomy?level=species&item=Thiodictyon elegans,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-232', 'https://bacdive.dsmz.de/strain/168653']"
Bacterium,Thiodictyon bacillosum DSM 234,/strains/view/DSM 234,/taxonomy?level=species&item=Thiodictyon bacillosum,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-234', 'https://bacdive.dsmz.de/strain/167844']"
Bacterium,Thiocapsa rosea DSM 235,/strains/view/DSM 235,/taxonomy?level=species&item=Thiocapsa rosea,['/medium/28'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-235', 'https://bacdive.dsmz.de/strain/2478']"
Bacterium,Thiocapsa pendens DSM 236,/strains/view/DSM 236,/taxonomy?level=species&item=Thiocapsa pendens,['/medium/39'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-236', 'https://bacdive.dsmz.de/strain/2476']"
Bacterium,Ectothiorhodospira mobilis DSM 237,/strains/view/DSM 237,/taxonomy?level=species&item=Ectothiorhodospira mobilis,['/medium/28?strain=145'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-237', 'https://bacdive.dsmz.de/strain/4270']"
Bacterium,Ectothiorhodospira mobilis DSM 238,/strains/view/DSM 238,/taxonomy?level=species&item=Ectothiorhodospira mobilis,['/medium/28?strain=146'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-238', 'https://bacdive.dsmz.de/strain/4271']"
Bacterium,Ectothiorhodospira mobilis DSM 239,/strains/view/DSM 239,/taxonomy?level=species&item=Ectothiorhodospira mobilis,['/medium/28?strain=147'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-239', 'https://bacdive.dsmz.de/strain/4272']"
Bacterium,Ectothiorhodospira mobilis DSM 240,/strains/view/DSM 240,/taxonomy?level=species&item=Ectothiorhodospira mobilis,['/medium/28?strain=148'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-240', 'https://bacdive.dsmz.de/strain/4273']"
Bacterium,Ectothiorhodospira marina DSM 241,/strains/view/DSM 241,/taxonomy?level=species&item=Ectothiorhodospira marina,['/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-241', 'https://bacdive.dsmz.de/strain/4278']"
Bacterium,Ectothiorhodospira marina DSM 242,/strains/view/DSM 242,/taxonomy?level=species&item=Ectothiorhodospira marina,['/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-242', 'https://bacdive.dsmz.de/strain/4274']"
Bacterium,Ectothiorhodospira shaposhnikovii DSM 243,/strains/view/DSM 243,/taxonomy?level=species&item=Ectothiorhodospira shaposhnikovii,['/medium/28?strain=151'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-243', 'https://bacdive.dsmz.de/strain/4276']"
Bacterium,Halorhodospira halophila DSM 244,/strains/view/DSM 244,/taxonomy?level=species&item=Halorhodospira halophila,['/medium/253'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-244', 'https://bacdive.dsmz.de/strain/4283']"
Bacterium,Chlorobium limicola DSM 245,/strains/view/DSM 245,/taxonomy?level=species&item=Chlorobium limicola,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-245', 'https://bacdive.dsmz.de/strain/2403']"
Bacterium,Chlorobium limicola DSM 248,/strains/view/DSM 248,/taxonomy?level=species&item=Chlorobium limicola,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-248', 'https://bacdive.dsmz.de/strain/2404']"
Bacterium,Chlorobaculum thiosulfatiphilum DSM 249,/strains/view/DSM 249,/taxonomy?level=species&item=Chlorobaculum thiosulfatiphilum,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-249', 'https://bacdive.dsmz.de/strain/2398']"
Bacterium,Chlorobaculum sp. DSM 254,/strains/view/DSM 254,/taxonomy?level=species&item=Chlorobaculum sp.,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-254', 'https://bacdive.dsmz.de/strain/2399']"
Bacterium,Chlorobaculum sp. DSM 257,/strains/view/DSM 257,/taxonomy?level=species&item=Chlorobaculum sp.,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-257', 'https://bacdive.dsmz.de/strain/2400']"
Bacterium,Chlorobium limicola DSM 258,/strains/view/DSM 258,/taxonomy?level=species&item=Chlorobium limicola,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-258', 'https://bacdive.dsmz.de/strain/2405']"
Bacterium,Prosthecochloris vibrioformis DSM 260,/strains/view/DSM 260,/taxonomy?level=species&item=Prosthecochloris vibrioformis,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-260', 'https://bacdive.dsmz.de/strain/2401']"
Bacterium,Chlorobium phaeovibrioides DSM 261,/strains/view/DSM 261,/taxonomy?level=species&item=Chlorobium phaeovibrioides,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-261', 'https://bacdive.dsmz.de/strain/2408']"
Bacterium,Chlorobium luteolum DSM 262,/strains/view/DSM 262,/taxonomy?level=species&item=Chlorobium luteolum,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-262', 'https://bacdive.dsmz.de/strain/2407']"
Bacterium,Chlorobaculum parvum DSM 263,/strains/view/DSM 263,/taxonomy?level=species&item=Chlorobaculum parvum,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-263', 'https://bacdive.dsmz.de/strain/2397']"
Bacterium,Chlorobium phaeovibrioides DSM 265,/strains/view/DSM 265,/taxonomy?level=species&item=Chlorobium phaeovibrioides,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-265', 'https://bacdive.dsmz.de/strain/2409']"
Bacterium,Chlorobium phaeovibrioides DSM 267,/strains/view/DSM 267,/taxonomy?level=species&item=Chlorobium phaeovibrioides,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-267', 'https://bacdive.dsmz.de/strain/2410']"
Bacterium,Chlorobium phaeovibrioides DSM 269,/strains/view/DSM 269,/taxonomy?level=species&item=Chlorobium phaeovibrioides,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-269', 'https://bacdive.dsmz.de/strain/2411']"
Bacterium,Chlorobium phaeovibrioides DSM 270,/strains/view/DSM 270,/taxonomy?level=species&item=Chlorobium phaeovibrioides,['/medium/29'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-270', 'https://bacdive.dsmz.de/strain/2412']"
Bacterium,Chlorobium luteolum DSM 273,/strains/view/DSM 273,/taxonomy?level=species&item=Chlorobium luteolum,['/medium/40'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-273', 'https://bacdive.dsmz.de/strain/2406']"
Bacterium,Sporosarcina pasteurii DSM 276,/strains/view/DSM 276,/taxonomy?level=species&item=Sporosarcina pasteurii,['/medium/2'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-276', 'https://bacdive.dsmz.de/strain/11979']"
Bacterium,Metabacillus fastidiosus DSM 277,/strains/view/DSM 277,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-277', 'https://bacdive.dsmz.de/strain/656']"
Bacterium,Metabacillus fastidiosus DSM 278,/strains/view/DSM 278,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-278', 'https://bacdive.dsmz.de/strain/657']"
Bacterium,Azotobacter vinelandii DSM 279,/strains/view/DSM 279,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-279', 'https://bacdive.dsmz.de/strain/12739']"
Bacterium,Metabacillus fastidiosus DSM 280,/strains/view/DSM 280,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-280', 'https://bacdive.dsmz.de/strain/658']"
Bacterium,Azotobacter chroococcum DSM 281,/strains/view/DSM 281,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/441', '/medium/830']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-281', 'https://bacdive.dsmz.de/strain/12728']"
Bacterium,Azotobacter beijerinckii DSM 282,/strains/view/DSM 282,/taxonomy?level=species&item=Azotobacter beijerinckii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-282', 'https://bacdive.dsmz.de/strain/12723']"
Bacterium,Metabacillus fastidiosus DSM 283,/strains/view/DSM 283,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-283', 'https://bacdive.dsmz.de/strain/659']"
Bacterium,Sarcina ventriculi DSM 286,/strains/view/DSM 286,/taxonomy?level=species&item=Sarcina ventriculi,['/medium/21?strain=176'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-286', 'https://bacdive.dsmz.de/strain/2507']"
Bacterium,Shinella zoogloeoides DSM 287,/strains/view/DSM 287,/taxonomy?level=species&item=Shinella zoogloeoides,"['/medium/1', '/medium/J190']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-287', 'https://bacdive.dsmz.de/strain/13901']"
Bacterium,Pseudomonas aeruginosa DSM 288,/strains/view/DSM 288,/taxonomy?level=species&item=Pseudomonas aeruginosa,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-288', 'https://bacdive.dsmz.de/strain/12757']"
Bacterium,Pseudomonas koreensis DSM 289,/strains/view/DSM 289,/taxonomy?level=species&item=Pseudomonas fluorescens,"['/medium/1a', '/medium/1', '/medium/220', '/medium/907', '/medium/1749']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-289', 'https://bacdive.dsmz.de/strain/12824']"
Bacterium,Pseudomonas putida DSM 291,/strains/view/DSM 291,/taxonomy?level=species&item=Pseudomonas putida,"['/medium/1a', '/medium/J12', '/medium/J22', '/medium/535', '/medium/830', '/medium/1', '/medium/907', '/medium/545']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-291', 'https://bacdive.dsmz.de/strain/12871']"
Bacterium,Paenibacillus polymyxa DSM 292,/strains/view/DSM 292,/taxonomy?level=species&item=Paenibacillus polymyxa,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-292', 'https://bacdive.dsmz.de/strain/11480']"
Bacterium,Pseudomonas putida DSM 295,/strains/view/DSM 295,/taxonomy?level=species&item=Pseudomonas putida,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-295', 'https://bacdive.dsmz.de/strain/12872']"
Bacterium,Geobacillus stearothermophilus DSM 297,/strains/view/DSM 297,/taxonomy?level=species&item=Geobacillus stearothermophilus,"['/medium/1', '/medium/220']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-297', 'https://bacdive.dsmz.de/strain/1410']"
Bacterium,Brevibacillus borstelensis DSM 298,/strains/view/DSM 298,/taxonomy?level=species&item=Brevibacillus borstelensis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-298', 'https://bacdive.dsmz.de/strain/11420']"
Bacterium,Bacillus mycoides DSM 299,/strains/view/DSM 299,/taxonomy?level=species&item=Bacillus mycoides,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-299', 'https://bacdive.dsmz.de/strain/740']"
Bacterium,Sarcina ventriculi DSM 300,/strains/view/DSM 300,/taxonomy?level=species&item=Sarcina ventriculi,['/medium/21?strain=186'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-300', 'https://bacdive.dsmz.de/strain/2508']"
Bacterium,Escherichia coli DSM 301,/strains/view/DSM 301,/taxonomy?level=species&item=Escherichia coli,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-301', 'https://bacdive.dsmz.de/strain/4409']"
Bacterium,Bacillus mycoides DSM 303,/strains/view/DSM 303,/taxonomy?level=species&item=Bacillus mycoides,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-303', 'https://bacdive.dsmz.de/strain/741']"
Bacterium,Pseudomonas sp. DSM 304,/strains/view/DSM 304,/taxonomy?level=species&item=Pseudomonas sp.,['/medium/1a'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-304', 'https://bacdive.dsmz.de/strain/24368']"
Bacterium,Bacillus mycoides DSM 307,/strains/view/DSM 307,/taxonomy?level=species&item=Bacillus mycoides,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-307', 'https://bacdive.dsmz.de/strain/742']"
Bacterium,Bacillus mycoides DSM 309,/strains/view/DSM 309,/taxonomy?level=species&item=Bacillus mycoides,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-309', 'https://bacdive.dsmz.de/strain/743']"
Bacterium,Rhodococcus erythropolis DSM 312,/strains/view/DSM 312,/taxonomy?level=species&item=Rhodococcus erythropolis,['/medium/535'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-312', 'https://bacdive.dsmz.de/strain/10851']"
Bacterium,Rhodococcus erythropolis DSM 313,/strains/view/DSM 313,/taxonomy?level=species&item=Rhodococcus erythropolis,['/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-313', 'https://bacdive.dsmz.de/strain/10852']"
Bacterium,Sarcina maxima DSM 316,/strains/view/DSM 316,/taxonomy?level=species&item=Sarcina maxima,['/medium/21?strain=195'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-316', 'https://bacdive.dsmz.de/strain/2506']"
Bacterium,Sporosarcina ureae DSM 317,/strains/view/DSM 317,/taxonomy?level=species&item=Sporosarcina ureae,"['/medium/2', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-317', 'https://bacdive.dsmz.de/strain/11987']"
Bacterium,Priestia megaterium DSM 319,/strains/view/DSM 319,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-319', 'https://bacdive.dsmz.de/strain/717']"
Bacterium,Sporosarcina ureae DSM 320,/strains/view/DSM 320,/taxonomy?level=species&item=Sporosarcina ureae,"['/medium/2', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-320', 'https://bacdive.dsmz.de/strain/11988']"
Bacterium,Priestia megaterium DSM 321,/strains/view/DSM 321,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-321', 'https://bacdive.dsmz.de/strain/718']"
Bacterium,Priestia megaterium DSM 322,/strains/view/DSM 322,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-322', 'https://bacdive.dsmz.de/strain/719']"
Bacterium,Sporosarcina pasteurii DSM 323,/strains/view/DSM 323,/taxonomy?level=species&item=Sporosarcina pasteurii,['/medium/2'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-323', 'https://bacdive.dsmz.de/strain/11980']"
Bacterium,Metabacillus fastidiosus DSM 324,/strains/view/DSM 324,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-324', 'https://bacdive.dsmz.de/strain/660']"
Bacterium,Metabacillus fastidiosus DSM 325,/strains/view/DSM 325,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-325', 'https://bacdive.dsmz.de/strain/661']"
Bacterium,Metabacillus fastidiosus DSM 326,/strains/view/DSM 326,/taxonomy?level=species&item=Metabacillus fastidiosus,['/medium/6'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-326', 'https://bacdive.dsmz.de/strain/662']"
Bacterium,Azotobacter chroococcum DSM 328,/strains/view/DSM 328,/taxonomy?level=species&item=Azotobacter chroococcum,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-328', 'https://bacdive.dsmz.de/strain/12729']"
Bacterium,Paenibacillus chibensis DSM 329,/strains/view/DSM 329,/taxonomy?level=species&item=Paenibacillus chibensis,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-329', 'https://bacdive.dsmz.de/strain/11544']"
Bacterium,Azotobacter vinelandii DSM 332,/strains/view/DSM 332,/taxonomy?level=species&item=Azotobacter vinelandii,"['/medium/3', '/medium/441']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-332', 'https://bacdive.dsmz.de/strain/12740']"
Bacterium,Priestia megaterium DSM 333,/strains/view/DSM 333,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-333', 'https://bacdive.dsmz.de/strain/714']"
Bacterium,Ancylobacter aquaticus DSM 334,/strains/view/DSM 334,/taxonomy?level=species&item=Ancylobacter aquaticus,"['/medium/7', '/medium/81', '/medium/428', '/medium/J349']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-334', 'https://bacdive.dsmz.de/strain/17382']"
Bacterium,Brevibacillus laterosporus DSM 335,/strains/view/DSM 335,/taxonomy?level=species&item=Brevibacillus laterosporus,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-335', 'https://bacdive.dsmz.de/strain/11406']"
Bacterium,Priestia megaterium DSM 337,/strains/view/DSM 337,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-337', 'https://bacdive.dsmz.de/strain/715']"
Bacterium,Xanthobacter flavus DSM 338,/strains/view/DSM 338,/taxonomy?level=species&item=Xanthobacter flavus,"['/medium/1', '/medium/81', '/medium/428', '/medium/J74']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-338', 'https://bacdive.dsmz.de/strain/17428']"
Bacterium,Priestia megaterium DSM 339,/strains/view/DSM 339,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-339', 'https://bacdive.dsmz.de/strain/716']"
Bacterium,Clavibacter insidiosus DSM 340,/strains/view/DSM 340,/taxonomy?level=species&item=Clavibacter insidiosus,['/medium/53'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-340', 'https://bacdive.dsmz.de/strain/7285']"
Bacterium,Pseudarthrobacter polychromogenes DSM 342,/strains/view/DSM 342,/taxonomy?level=species&item=Pseudarthrobacter polychromogenes,"['/medium/53', '/medium/J22', '/medium/J26']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-342', 'https://bacdive.dsmz.de/strain/7532']"
Bacterium,Priestia megaterium DSM 344,/strains/view/DSM 344,/taxonomy?level=species&item=Priestia megaterium,['/medium/1'],"['https://www.dsmz.de/collection/catalogue/details/culture/DSM-344', 'https://bacdive.dsmz.de/strain/720']"
Bacterium,Bacillus cereus DSM 345,/strains/view/DSM 345,/taxonomy?level=species&item=Bacillus cereus,"['/medium/1', '/medium/92', '/medium/693']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-345', 'https://bacdive.dsmz.de/strain/605']"
Bacterium,Staphylococcus aureus DSM 346,/strains/view/DSM 346,/taxonomy?level=species&item=Staphylococcus aureus,"['/medium/92', '/medium/693', '/medium/J22', '/medium/J27']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-346', 'https://bacdive.dsmz.de/strain/14445']"
Bacterium,Bacillus spizizenii DSM 347,/strains/view/DSM 347,/taxonomy?level=species&item=Bacillus spizizenii,"['/medium/1', '/medium/J22']","['https://www.dsmz.de/collection/catalogue/details/culture/DSM-347', 'https://bacdive.dsmz.de/strain/1187']"
